Protocol,Seed,nNodes,nFlows,MaxPaths,InitEnergy_J,PktInterval_s,PDR,Throughput_kbps,Delay_ms,Jitter_ms,TxPkts,RxPkts,CtrlBytes,NRL,EnergyConsumed_J,EnergyPerPkt_J,LiveNodes
PMAODV,30,20,19,3,50.000000,0.500000,0.503928,4.229053,14.948488,8.895533,7382,3720,139020,6.920550,721.061162,0.193834,20
QMAODV,2,20,19,3,50.000000,0.500000,0.477377,4.006232,46.274137,18.923315,7382,3524,264120,13.879430,722.353020,0.204981,20
QMAODV,1,20,19,3,50.000000,0.500000,0.613790,5.151032,20.530808,17.772140,7382,4531,283928,11.604339,723.814659,0.159747,20
QMAODV,3,20,19,3,50.000000,0.500000,0.779734,6.543663,20.599853,17.338074,7382,5756,157832,5.077858,722.934552,0.125597,20
QMAODV,4,20,19,3,50.000000,0.500000,0.890274,7.471326,55.338569,28.893709,7382,6572,194518,5.481110,721.805520,0.109830,20
QMAODV,5,20,19,3,50.000000,0.500000,0.594419,4.988463,89.564022,28.257252,7382,4388,119004,5.022283,721.090062,0.164332,20
QMAODV,6,20,19,3,50.000000,0.500000,0.885397,7.430400,21.168486,20.452089,7382,6536,203826,5.775024,722.476361,0.110538,20
QMAODV,8,20,19,3,50.000000,0.500000,0.437551,3.876000,26.196013,18.147203,7382,3230,200328,11.485380,721.231948,0.223292,20
QMAODV,7,20,19,3,50.000000,0.500000,0.384855,3.409200,10.368441,10.156057,7382,2841,199754,13.020585,722.205822,0.254208,20
QMAODV,9,20,19,3,50.000000,0.500000,0.427120,3.584463,61.511394,24.487766,7382,3153,181328,10.649940,721.987964,0.228984,20
QMAODV,11,20,19,3,50.000000,0.500000,0.548903,4.606484,73.140092,46.252410,7382,4052,251522,11.495101,725.226133,0.178980,20
